title,dates,startTime,endTime,location,description,link,action
2026 Bronx River Assembly,3/5/2026,3:00 PM,8:00 PM,NYBG Terrace Room,"Hosted by the New York Botanical Garden, with partners including the Bronx River Alliance and many more, the Assembly will convene partners working across municipalities, disciplines, and communities to strengthen collaboration across the entire watershed. ","https://bronxriver.org/event/2026-bronx-river-assembly?utm_campaign=144676_0226%2001.29.26%20Urban%20Conservation%20Newsletter%2010&utm_medium=email&utm_source=dotdigital&dm_i=7T8J,33MS,2HIQKE,FMNX,1,0,0,0",learn more
Visit us at the NYBG Orchid Show!,"3/7/2026, 3/14/2026, 3/21/2026",12:00 PM,4:00 PM,NYBG Orchid Show,"Swing by Urban Conservation's Before New York pop-up at this year's Orchid Show. Members of our team will be showcasing historical ecology highlights, previewing our maps, and facilitating a community participatory mapping activity.","https://www.nybg.org/event/the-orchid-show-mr-flower-fantastics-concrete-jungle/orchid-show-programs/before-new-york-explore-your-neighborhood/?utm_campaign=144676_0226%2001.29.26%20Urban%20Conservation%20Newsletter%2010&utm_medium=email&utm_source=dotdigital&dm_i=7T8J,33MS,2HIQKE,FLUY,1,0,0,0",register
Exploring NYC’s Ecological Past: Teaching with The Welikia Project & Layers of the Past,4/25/2026,10:00 AM, 1:00 PM,NYBG Watson Education Building,"Join NYBG’s Urban Conservation Program for a dynamic, 3-hour professional learning workshop designed for formal and informal educators across New York City.",https://www.nybg.org/event/exploring-nycs-ecological-past-teaching-with-the-welikia-project-layers-of-the-past/
Eric W. Sanderson on Brooklyn's Lost and Future Waterfront,4/16/2026,6:30 PM,8:00 PM,Center for Brooklyn History,"In honor of Earth Day, join renowned landscape ecologist Eric W. Sanderson for a visual journey to pre-1609 Brooklyn with its landscape shaped by water, wetlands, and rich ecological systems, followed by an exploration of the inspiring efforts to reclaim and reimagine Brooklyn's waterfront today.",https://www.bklynlibrary.org/calendar/cbh-talk-eric-w-sanderson-center-for-brooklyn-20260416-0630pm,
Before New York: The Bronx,4/28/2026,11:00 AM,12:00 PM,"NYBG, Ross Hall","Join Dr. Eric W. Sanderson for the opening lecture of Before New York, with insights into how Sanderson and his colleagues spent 25 years reconstructing the features, plants, and landscape of the Bronx as it existed 400 years ago.",https://www.nybg.org/event/before-new-york-a-traveling-pop-up-exhibition/the-bronx-before-new-york/,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
